film_id,title,description,category,language,rating,release_year,rental_duration,actor,special_features,fulltext,length,rental_rate,replacement_cost
813,SMOOCHY CONTROL,A Thrilling Documentary of a Husband And a Feminist who must Face a Mad Scientist in Ancient China,Sports,English             ,R,2006,7,"{'Daryl Wahlberg', 'Jayne Silverstone'}","{""Behind the Scenes""}",'ancient':19 'china':20 'control':2 'documentari':5 'face':14 'feminist':11 'husband':8 'mad':16 'must':13 'scientist':17 'smoochi':1 'thrill':4,184,0.99,18.99
814,SNATCH SLIPPER,A Insightful Panorama of a Woman And a Feminist who must Defeat a Forensic Psychologist in Berlin,Comedy,English             ,PG,2006,6,"{'Rita Reynolds', 'Scarlett Bening', 'Cate Mcqueen'}",{Commentaries},'berlin':19 'defeat':14 'feminist':11 'forens':16 'insight':4 'must':13 'panorama':5 'psychologist':17 'slipper':2 'snatch':1 'woman':8,110,4.99,15.99
815,SNATCHERS MONTEZUMA,A Boring Epistle of a Sumo Wrestler And a Woman who must Escape a Man in The Canadian Rockies,Classics,English             ,PG-13,2006,4,"{'Fay Kilmer', 'Tim Hackman', 'Kenneth Hoffman', 'Rock Dukakis', 'Joe Swank', 'Reese West', 'Spencer Depp', 'Goldie Brody', 'Bela Walken'}",{Commentaries},'bore':4 'canadian':20 'epistl':5 'escap':15 'man':17 'montezuma':2 'must':14 'rocki':21 'snatcher':1 'sumo':8 'woman':12 'wrestler':9,74,2.99,14.99
816,SNOWMAN ROLLERCOASTER,A Fateful Display of a Lumberjack And a Girl who must Succumb a Mad Cow in A Manhattan Penthouse,Animation,English             ,G,2006,3,"{'Uma Wood', 'Matthew Carrey', 'Woody Hoffman'}",{Trailers},'cow':17 'display':5 'fate':4 'girl':11 'lumberjack':8 'mad':16 'manhattan':20 'must':13 'penthous':21 'rollercoast':2 'snowman':1 'succumb':14,62,0.99,27.99
817,SOLDIERS EVOLUTION,A Lacklusture Panorama of a A Shark And a Pioneer who must Confront a Student in The First Manned Space Station,Sci-Fi,English             ,R,2006,7,"{'Russell Bacall', 'Cuba Olivier', 'Minnie Kilmer', 'Uma Wood', 'Ed Guiness', 'Sean Guiness', 'Johnny Lollobrigida', 'Judy Dean', 'Mary Keitel'}","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'confront':15 'evolut':2 'first':20 'lacklustur':4 'man':21 'must':14 'panorama':5 'pioneer':12 'shark':9 'soldier':1 'space':22 'station':23 'student':17,185,4.99,27.99
818,SOMETHING DUCK,A Boring Character Study of a Car And a Husband who must Outgun a Frisbee in The First Manned Space Station,Drama,English             ,NC-17,2006,4,"{'Ed Mansfield', 'Michael Bolger', 'Laura Brody'}","{Commentaries,""Behind the Scenes""}",'bore':4 'car':9 'charact':5 'duck':2 'first':20 'frisbe':17 'husband':12 'man':21 'must':14 'outgun':15 'someth':1 'space':22 'station':23 'studi':6,180,4.99,17.99
819,SONG HEDWIG,A Amazing Documentary of a Man And a Husband who must Confront a Squirrel in A MySQL Convention,Music,English             ,PG-13,2006,3,"{'Gregory Gooding', 'Kenneth Pesci', 'Debbie Akroyd', 'Kevin Garland', 'John Suvari'}","{Trailers,""Deleted Scenes""}",'amaz':4 'confront':14 'convent':20 'documentari':5 'hedwig':2 'husband':11 'man':8 'must':13 'mysql':19 'song':1 'squirrel':16,165,0.99,29.99
820,SONS INTERVIEW,A Taut Character Study of a Explorer And a Mad Cow who must Battle a Hunter in Ancient China,Animation,English             ,NC-17,2006,3,"{'Whoopi Hurt', 'Humphrey Willis', 'Sandra Kilmer', 'Jeff Silverstone', 'Cuba Birch', 'Parker Goldberg'}","{Commentaries,""Behind the Scenes""}",'ancient':20 'battl':16 'charact':5 'china':21 'cow':13 'explor':9 'hunter':18 'interview':2 'mad':12 'must':15 'son':1 'studi':6 'taut':4,184,2.99,11.99
821,SORORITY QUEEN,A Fast-Paced Display of a Squirrel And a Composer who must Fight a Forensic Psychologist in A Jet Boat,Foreign,English             ,NC-17,2006,6,"{'Ben Harris', 'Rip Crawford', 'Cate Harris', 'River Dean'}","{Trailers,""Deleted Scenes""}",'boat':23 'compos':13 'display':7 'fast':5 'fast-pac':4 'fight':16 'forens':18 'jet':22 'must':15 'pace':6 'psychologist':19 'queen':2 'soror':1 'squirrel':10,184,0.99,17.99
822,SOUP WISDOM,A Fast-Paced Display of a Robot And a Butler who must Defeat a Butler in A MySQL Convention,Family,English             ,R,2006,6,"{'Matthew Leigh', 'Kim Allen'}","{""Behind the Scenes""}","'butler':13,18 'convent':22 'defeat':16 'display':7 'fast':5 'fast-pac':4 'must':15 'mysql':21 'pace':6 'robot':10 'soup':1 'wisdom':2",169,0.99,12.99
823,SOUTH WAIT,A Amazing Documentary of a Car And a Robot who must Escape a Lumberjack in An Abandoned Amusement Park,Action,English             ,R,2006,4,"{'Michelle Mcconaughey', 'Gary Penn'}","{Commentaries,""Behind the Scenes""}",'abandon':19 'amaz':4 'amus':20 'car':8 'documentari':5 'escap':14 'lumberjack':16 'must':13 'park':21 'robot':11 'south':1 'wait':2,143,2.99,21.99
824,SPARTACUS CHEAPER,A Thrilling Panorama of a Pastry Chef And a Secret Agent who must Overcome a Student in A Manhattan Penthouse,Family,English             ,NC-17,2006,4,"{'Vivien Basinger', 'Jeff Silverstone', 'Chris Bridges'}","{""Deleted Scenes"",""Behind the Scenes""}",'agent':13 'cheaper':2 'chef':9 'manhattan':21 'must':15 'overcom':16 'panorama':5 'pastri':8 'penthous':22 'secret':12 'spartacus':1 'student':18 'thrill':4,52,4.99,19.99
825,SPEAKEASY DATE,A Lacklusture Drama of a Forensic Psychologist And a Car who must Redeem a Man in A Manhattan Penthouse,Action,English             ,PG-13,2006,6,"{'Harvey Hope', 'Kirsten Akroyd', 'Nick Stallone'}","{""Deleted Scenes"",""Behind the Scenes""}",'car':12 'date':2 'drama':5 'forens':8 'lacklustur':4 'man':17 'manhattan':20 'must':14 'penthous':21 'psychologist':9 'redeem':15 'speakeasi':1,165,2.99,22.99
826,SPEED SUIT,A Brilliant Display of a Frisbee And a Mad Scientist who must Succumb a Robot in Ancient China,Travel,English             ,PG-13,2006,7,"{'Will Wilson', 'Bette Nicholson', 'Daryl Crawford', 'Sandra Kilmer', 'Chris Depp', 'Meg Hawke'}","{Commentaries,""Behind the Scenes""}",'ancient':19 'brilliant':4 'china':20 'display':5 'frisbe':8 'mad':11 'must':14 'robot':17 'scientist':12 'speed':1 'succumb':15 'suit':2,124,4.99,19.99
827,SPICE SORORITY,A Fateful Display of a Pioneer And a Hunter who must Defeat a Husband in An Abandoned Mine Shaft,Drama,English             ,NC-17,2006,5,"{'Gregory Gooding', 'Gene Mckellen', 'Fay Kilmer', 'Ed Chase', 'Morgan Mcdormand', 'Jon Chase', 'Michael Bening', 'Tom Mckellen', 'Kirk Jovovich', 'Woody Hoffman', 'Scarlett Damon'}","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'abandon':19 'defeat':14 'display':5 'fate':4 'hunter':11 'husband':16 'mine':20 'must':13 'pioneer':8 'shaft':21 'soror':2 'spice':1,141,4.99,22.99
828,SPIKING ELEMENT,A Lacklusture Epistle of a Dentist And a Technical Writer who must Find a Dog in A Monastery,Classics,English             ,G,2006,7,"{'Burt Temple', 'William Hackman', 'Daryl Wahlberg', 'Debbie Akroyd', 'Susan Davis', 'Walter Torn'}","{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'dentist':8 'dog':17 'element':2 'epistl':5 'find':15 'lacklustur':4 'monasteri':20 'must':14 'spike':1 'technic':11 'writer':12,79,2.99,12.99
829,SPINAL ROCKY,A Lacklusture Epistle of a Sumo Wrestler And a Squirrel who must Defeat a Explorer in California,Family,English             ,PG-13,2006,7,"{'Russell Bacall', 'Chris Bridges', 'Cate Harris', 'Christopher Berry', 'Mary Tandy', 'Cameron Streep', 'Natalie Hopkins', 'Parker Goldberg'}","{Commentaries,""Deleted Scenes""}",'california':19 'defeat':15 'epistl':5 'explor':17 'lacklustur':4 'must':14 'rocki':2 'spinal':1 'squirrel':12 'sumo':8 'wrestler':9,138,2.99,12.99
830,SPIRIT FLINTSTONES,A Brilliant Yarn of a Cat And a Car who must Confront a Explorer in Ancient Japan,Horror,English             ,R,2006,7,"{'Julia Mcqueen', 'Whoopi Hurt', 'Henry Berry', 'River Dean', 'Gregory Gooding', 'James Pitt', 'Spencer Peck', 'Penelope Monroe', 'Vivien Basinger', 'Michael Bening', 'Parker Goldberg'}","{Commentaries,""Deleted Scenes""}",'ancient':18 'brilliant':4 'car':11 'cat':8 'confront':14 'explor':16 'flintston':2 'japan':19 'must':13 'spirit':1 'yarn':5,149,0.99,23.99
831,SPIRITED CASUALTIES,A Taut Story of a Waitress And a Man who must Face a Car in A Baloon Factory,Sci-Fi,English             ,PG-13,2006,5,"{'Gina Degeneres', 'Christian Neeson', 'Renee Tracy', 'Sidney Crowe', 'Goldie Brody'}","{Commentaries,""Behind the Scenes""}",'baloon':19 'car':16 'casualti':2 'face':14 'factori':20 'man':11 'must':13 'spirit':1 'stori':5 'taut':4 'waitress':8,138,0.99,20.99
832,SPLASH GUMP,A Taut Saga of a Crocodile And a Boat who must Conquer a Hunter in A Shark Tank,Family,English             ,PG,2006,5,"{'Humphrey Willis', 'Christian Neeson', 'Penelope Guiness', 'Ray Johansson', 'Gene Willis', 'Morgan Williams', 'Uma Wood', 'Cameron Streep', 'Al Garland', 'Jennifer Davis'}","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'boat':11 'conquer':14 'crocodil':8 'gump':2 'hunter':16 'must':13 'saga':5 'shark':19 'splash':1 'tank':20 'taut':4,175,0.99,16.99
833,SPLENDOR PATTON,A Taut Story of a Dog And a Explorer who must Find a Astronaut in Berlin,Children,English             ,R,2006,5,"{'Groucho Williams', 'Christopher West', 'Adam Grant', 'Sandra Kilmer', 'Uma Wood', 'Kirk Jovovich', 'Charlize Dench', 'Bela Walken', 'Al Garland', 'Ben Willis'}","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'astronaut':16 'berlin':18 'dog':8 'explor':11 'find':14 'must':13 'patton':2 'splendor':1 'stori':5 'taut':4,134,0.99,20.99
834,SPOILERS HELLFIGHTERS,A Fanciful Story of a Technical Writer And a Squirrel who must Defeat a Dog in The Gulf of Mexico,Documentary,English             ,G,2006,4,"{'Gregory Gooding', 'Burt Temple', 'Milla Keitel', 'Humphrey Willis', 'Michelle Mcconaughey', 'Daryl Crawford', 'Rip Winslet'}","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'defeat':15 'dog':17 'fanci':4 'gulf':20 'hellfight':2 'mexico':22 'must':14 'spoiler':1 'squirrel':12 'stori':5 'technic':8 'writer':9,151,0.99,26.99
835,SPY MILE,A Thrilling Documentary of a Feminist And a Feminist who must Confront a Feminist in A Baloon,Games,English             ,PG-13,2006,6,"{'Jim Mostel', 'Henry Berry', 'Whoopi Hurt', 'Sidney Crowe', 'Greta Malden', 'Ellen Presley', 'Woody Hoffman', 'Johnny Cage'}","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'baloon':19 'confront':14 'documentari':5 'feminist':8,11,16 'mile':2 'must':13 'spi':1 'thrill':4",112,2.99,13.99
836,SQUAD FISH,A Fast-Paced Display of a Pastry Chef And a Dog who must Kill a Teacher in Berlin,Sports,English             ,PG,2006,3,"{'Frances Tomei', 'Milla Keitel', 'Matthew Carrey', 'Parker Goldberg', 'Audrey Olivier'}","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'berlin':21 'chef':11 'display':7 'dog':14 'fast':5 'fast-pac':4 'fish':2 'kill':17 'must':16 'pace':6 'pastri':10 'squad':1 'teacher':19,136,2.99,14.99
837,STAGE WORLD,A Lacklusture Panorama of a Woman And a Frisbee who must Chase a Crocodile in A Jet Boat,Comedy,English             ,PG,2006,4,"{'Walter Torn', 'Bela Walken'}","{Commentaries,""Behind the Scenes""}",'boat':20 'chase':14 'crocodil':16 'frisbe':11 'jet':19 'lacklustur':4 'must':13 'panorama':5 'stage':1 'woman':8 'world':2,85,2.99,19.99
838,STAGECOACH ARMAGEDDON,A Touching Display of a Pioneer And a Butler who must Chase a Car in California,Action,English             ,R,2006,5,"{'Karl Berry', 'Morgan Hopkins', 'Kirsten Akroyd', 'Sandra Peck', 'Woody Jolie', 'Sean Guiness'}","{Trailers,""Deleted Scenes""}",'armageddon':2 'butler':11 'california':18 'car':16 'chase':14 'display':5 'must':13 'pioneer':8 'stagecoach':1 'touch':4,112,4.99,25.99
839,STALLION SUNDANCE,A Fast-Paced Tale of a Car And a Dog who must Outgun a A Shark in Australia,Sci-Fi,English             ,PG-13,2006,5,"{'Val Bolger', 'Kenneth Pesci', 'Jon Chase', 'Woody Jolie', 'Kevin Garland', 'Tom Mckellen', 'Rip Winslet'}","{""Deleted Scenes"",""Behind the Scenes""}",'australia':21 'car':10 'dog':13 'fast':5 'fast-pac':4 'must':15 'outgun':16 'pace':6 'shark':19 'stallion':1 'sundanc':2 'tale':7,130,0.99,23.99
840,STAMPEDE DISTURBING,A Unbelieveable Tale of a Woman And a Lumberjack who must Fight a Frisbee in A U-Boat,Games,English             ,R,2006,5,"{'Val Bolger', 'Mae Hoffman', 'Vivien Basinger', 'Rip Winslet', 'Natalie Hopkins', 'Cate Harris'}","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'boat':21 'disturb':2 'fight':14 'frisbe':16 'lumberjack':11 'must':13 'stamped':1 'tale':5 'u':20 'u-boat':19 'unbeliev':4 'woman':8,75,0.99,26.99
841,STAR OPERATION,A Insightful Character Study of a Girl And a Car who must Pursue a Mad Cow in A Shark Tank,Sports,English             ,PG,2006,5,"{'Will Wilson', 'Morgan Williams', 'Morgan Mcdormand', 'Susan Davis', 'Johnny Lollobrigida'}",{Commentaries},'car':12 'charact':5 'cow':18 'girl':9 'insight':4 'mad':17 'must':14 'oper':2 'pursu':15 'shark':21 'star':1 'studi':6 'tank':22,181,2.99,9.99
842,STATE WASTELAND,A Beautiful Display of a Cat And a Pastry Chef who must Outrace a Mad Cow in A Jet Boat,Games,English             ,NC-17,2006,4,"{'Meryl Gibson', 'Dan Torn', 'Penelope Pinkett', 'Sandra Kilmer', 'Ed Mansfield', 'William Hackman', 'Jada Ryder'}","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'beauti':4 'boat':22 'cat':8 'chef':12 'cow':18 'display':5 'jet':21 'mad':17 'must':14 'outrac':15 'pastri':11 'state':1 'wasteland':2,113,2.99,13.99
843,STEEL SANTA,A Fast-Paced Yarn of a Composer And a Frisbee who must Face a Moose in Nigeria,Classics,English             ,NC-17,2006,4,"{'James Pitt', 'Uma Wood', 'Mary Keitel'}","{Commentaries,""Deleted Scenes""}",'compos':10 'face':16 'fast':5 'fast-pac':4 'frisbe':13 'moos':18 'must':15 'nigeria':20 'pace':6 'santa':2 'steel':1 'yarn':7,143,4.99,15.99
844,STEERS ARMAGEDDON,A Stunning Character Study of a Car And a Girl who must Succumb a Car in A MySQL Convention,Sports,English             ,PG,2006,6,"{'Oprah Kilmer', 'Dan Harris', 'Fay Wood', 'Dan Streep'}","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'armageddon':2 'car':9,17 'charact':5 'convent':21 'girl':12 'must':14 'mysql':20 'steer':1 'studi':6 'stun':4 'succumb':15",140,4.99,16.99
845,STEPMOM DREAM,A Touching Epistle of a Crocodile And a Teacher who must Build a Forensic Psychologist in A MySQL Convention,Foreign,English             ,NC-17,2006,7,"{'Angela Witherspoon', 'Debbie Akroyd', 'Walter Torn', 'Michael Bolger'}","{""Deleted Scenes"",""Behind the Scenes""}",'build':14 'convent':21 'crocodil':8 'dream':2 'epistl':5 'forens':16 'must':13 'mysql':20 'psychologist':17 'stepmom':1 'teacher':11 'touch':4,48,4.99,9.99
846,STING PERSONAL,A Fanciful Drama of a Frisbee And a Dog who must Fight a Madman in A Jet Boat,New,English             ,NC-17,2006,3,"{'Ben Harris', 'Gene Willis', 'Harrison Bale', 'Kevin Garland', 'Spencer Depp', 'Grace Mostel', 'Audrey Olivier'}","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'boat':20 'dog':11 'drama':5 'fanci':4 'fight':14 'frisbe':8 'jet':19 'madman':16 'must':13 'person':2 'sting':1,93,4.99,9.99
847,STOCK GLASS,A Boring Epistle of a Crocodile And a Lumberjack who must Outgun a Moose in Ancient China,New,English             ,PG,2006,7,"{'Cameron Zellweger', 'Minnie Kilmer', 'Liza Bergman', 'Kenneth Hoffman', 'Jeff Silverstone', 'Gary Phoenix', 'Vivien Bergen'}",{Commentaries},'ancient':18 'bore':4 'china':19 'crocodil':8 'epistl':5 'glass':2 'lumberjack':11 'moos':16 'must':13 'outgun':14 'stock':1,160,2.99,10.99
848,STONE FIRE,A Intrepid Drama of a Astronaut And a Crocodile who must Find a Boat in Soviet Georgia,Travel,English             ,G,2006,3,{'Milla Keitel'},{Trailers},'astronaut':8 'boat':16 'crocodil':11 'drama':5 'find':14 'fire':2 'georgia':19 'intrepid':4 'must':13 'soviet':18 'stone':1,94,0.99,19.99
849,STORM HAPPINESS,A Insightful Drama of a Feminist And a A Shark who must Vanquish a Boat in A Shark Tank,Animation,English             ,NC-17,2006,6,"{'Gina Degeneres', 'Gregory Gooding', 'Olympia Pfeiffer', 'Christopher Berry', 'Kenneth Hoffman', 'Rock Dukakis', 'Ian Tandy', 'Cate Harris'}","{Trailers,Commentaries,""Behind the Scenes""}","'boat':17 'drama':5 'feminist':8 'happi':2 'insight':4 'must':14 'shark':12,20 'storm':1 'tank':21 'vanquish':15",57,0.99,28.99
850,STORY SIDE,A Lacklusture Saga of a Boy And a Cat who must Sink a Dentist in An Abandoned Mine Shaft,Action,English             ,R,2006,7,"{'Zero Cage', 'Harvey Hope', 'Spencer Depp', 'Angelina Astaire', 'Russell Close'}","{Trailers,""Behind the Scenes""}",'abandon':19 'boy':8 'cat':11 'dentist':16 'lacklustur':4 'mine':20 'must':13 'saga':5 'shaft':21 'side':2 'sink':14 'stori':1,163,0.99,27.99
851,STRAIGHT HOURS,A Boring Panorama of a Secret Agent And a Girl who must Sink a Waitress in The Outback,Sports,English             ,R,2006,3,"{'Burt Temple', 'Dan Harris', 'Humphrey Willis'}","{Commentaries,""Behind the Scenes""}",'agent':9 'bore':4 'girl':12 'hour':2 'must':14 'outback':20 'panorama':5 'secret':8 'sink':15 'straight':1 'waitress':17,151,0.99,19.99
852,STRANGELOVE DESIRE,A Awe-Inspiring Panorama of a Lumberjack And a Waitress who must Defeat a Crocodile in An Abandoned Amusement Park,Children,English             ,NC-17,2006,4,"{'Ray Johansson', 'Michael Bening', 'Cuba Allen', 'Jude Cruise', 'Ed Guiness', 'Groucho Sinatra', 'Angela Hudson', 'Alan Dreyfuss', 'Walter Torn'}","{Trailers,Commentaries,""Deleted Scenes""}",'abandon':21 'amus':22 'awe':5 'awe-inspir':4 'crocodil':18 'defeat':16 'desir':2 'inspir':6 'lumberjack':10 'must':15 'panorama':7 'park':23 'strangelov':1 'waitress':13,103,0.99,27.99
853,STRANGER STRANGERS,A Awe-Inspiring Yarn of a Womanizer And a Explorer who must Fight a Woman in The First Manned Space Station,Children,English             ,G,2006,3,"{'Val Bolger', 'Mae Hoffman', 'Dustin Tautou', 'Michael Bening', 'Sandra Kilmer', 'Tom Mckellen', 'Cuba Birch', 'Helen Voight', 'Audrey Olivier'}","{Commentaries,""Deleted Scenes""}","'awe':5 'awe-inspir':4 'explor':13 'fight':16 'first':21 'inspir':6 'man':22 'must':15 'space':23 'station':24 'stranger':1,2 'woman':10,18 'yarn':7",139,4.99,12.99
854,STRANGERS GRAFFITI,A Brilliant Character Study of a Secret Agent And a Man who must Find a Cat in The Gulf of Mexico,Horror,English             ,R,2006,4,"{'Julia Mcqueen', 'Zero Cage', 'Sean Williams', 'Nick Stallone', 'Jayne Nolte'}","{Trailers,""Behind the Scenes""}",'agent':10 'brilliant':4 'cat':18 'charact':5 'find':16 'graffiti':2 'gulf':21 'man':13 'mexico':23 'must':15 'secret':9 'stranger':1 'studi':6,119,4.99,22.99
855,STREAK RIDGEMONT,A Astounding Character Study of a Hunter And a Waitress who must Sink a Man in New Orleans,Documentary,English             ,PG-13,2006,7,"{'Daryl Wahlberg', 'Sandra Kilmer', 'Sean Guiness'}","{Trailers,""Behind the Scenes""}",'astound':4 'charact':5 'hunter':9 'man':17 'must':14 'new':19 'orlean':20 'ridgemont':2 'sink':15 'streak':1 'studi':6 'waitress':12,132,0.99,28.99
856,STREETCAR INTENTIONS,A Insightful Character Study of a Waitress And a Crocodile who must Sink a Waitress in The Gulf of Mexico,Horror,English             ,R,2006,5,"{'Russell Bacall', 'Michelle Mcconaughey', 'Laurence Bullock', 'Christian Akroyd', 'Ellen Presley', 'Sandra Kilmer', 'Vivien Bergen'}",{Commentaries},"'charact':5 'crocodil':12 'gulf':20 'insight':4 'intent':2 'mexico':22 'must':14 'sink':15 'streetcar':1 'studi':6 'waitress':9,17",73,4.99,11.99
857,STRICTLY SCARFACE,A Touching Reflection of a Crocodile And a Dog who must Chase a Hunter in An Abandoned Fun House,Comedy,English             ,PG-13,2006,3,"{'Alan Dreyfuss', 'Greg Chaplin', 'Whoopi Hurt', 'Daryl Crawford'}","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'abandon':19 'chase':14 'crocodil':8 'dog':11 'fun':20 'hous':21 'hunter':16 'must':13 'reflect':5 'scarfac':2 'strict':1 'touch':4,144,2.99,24.99
858,SUBMARINE BED,A Amazing Display of a Car And a Monkey who must Fight a Teacher in Soviet Georgia,Comedy,English             ,R,2006,5,"{'Gregory Gooding', 'Ralph Cruz', 'Christian Akroyd', 'Penelope Pinkett', 'Sidney Crowe', 'Scarlett Bening', 'Sean Guiness', 'Groucho Dunst', 'Warren Jackman', 'Jennifer Davis', 'Mary Keitel'}",{Trailers},'amaz':4 'bed':2 'car':8 'display':5 'fight':14 'georgia':19 'monkey':11 'must':13 'soviet':18 'submarin':1 'teacher':16,127,4.99,21.99
859,SUGAR WONKA,A Touching Story of a Dentist And a Database Administrator who must Conquer a Astronaut in An Abandoned Amusement Park,Animation,English             ,PG,2006,3,"{'Gina Degeneres', 'Jon Chase', 'Christopher Berry', 'Matthew Johansson', 'Jada Ryder'}","{Trailers,Commentaries,""Behind the Scenes""}",'abandon':20 'administr':12 'amus':21 'astronaut':17 'conquer':15 'databas':11 'dentist':8 'must':14 'park':22 'stori':5 'sugar':1 'touch':4 'wonka':2,114,4.99,20.99
860,SUICIDES SILENCE,A Emotional Character Study of a Car And a Girl who must Face a Composer in A U-Boat,Sci-Fi,English             ,G,2006,4,"{'Ray Johansson', 'Julianne Dench', 'Frances Tomei'}","{""Deleted Scenes""}",'boat':22 'car':9 'charact':5 'compos':17 'emot':4 'face':15 'girl':12 'must':14 'silenc':2 'studi':6 'suicid':1 'u':21 'u-boat':20,93,4.99,13.99
861,SUIT WALLS,A Touching Panorama of a Lumberjack And a Frisbee who must Build a Dog in Australia,Games,English             ,R,2006,3,"{'Jessica Bailey', 'Gene Hopkins', 'Tom Miranda', 'Penelope Pinkett', 'Morgan Mcdormand'}",{Commentaries},'australia':18 'build':14 'dog':16 'frisbe':11 'lumberjack':8 'must':13 'panorama':5 'suit':1 'touch':4 'wall':2,111,4.99,12.99
862,SUMMER SCARFACE,A Emotional Panorama of a Lumberjack And a Hunter who must Meet a Girl in A Shark Tank,Classics,English             ,G,2006,5,"{'Dustin Tautou', 'Dan Harris', 'Alec Wayne', 'Angelina Astaire', 'Ewan Gooding', 'Russell Close', 'Cate Harris', 'Meg Hawke'}","{""Deleted Scenes"",""Behind the Scenes""}",'emot':4 'girl':16 'hunter':11 'lumberjack':8 'meet':14 'must':13 'panorama':5 'scarfac':2 'shark':19 'summer':1 'tank':20,53,0.99,25.99
863,SUN CONFESSIONS,A Beautiful Display of a Mad Cow And a Dog who must Redeem a Waitress in An Abandoned Amusement Park,Sci-Fi,English             ,R,2006,5,"{'Dan Torn', 'Lucille Tracy', 'Sylvester Dern', 'Cate Harris', 'Jada Ryder'}","{Trailers,""Behind the Scenes""}",'abandon':20 'amus':21 'beauti':4 'confess':2 'cow':9 'display':5 'dog':12 'mad':8 'must':14 'park':22 'redeem':15 'sun':1 'waitress':17,141,0.99,9.99
864,SUNDANCE INVASION,A Epic Drama of a Lumberjack And a Explorer who must Confront a Hunter in A Baloon Factory,Children,English             ,NC-17,2006,5,"{'Fay Winslet', 'Renee Tracy', 'Laurence Bullock', 'Debbie Akroyd', 'Sidney Crowe', 'Kenneth Paltrow', 'Charlize Dench'}","{Commentaries,""Behind the Scenes""}",'baloon':19 'confront':14 'drama':5 'epic':4 'explor':11 'factori':20 'hunter':16 'invas':2 'lumberjack':8 'must':13 'sundanc':1,92,0.99,21.99
865,SUNRISE LEAGUE,A Beautiful Epistle of a Madman And a Butler who must Face a Crocodile in A Manhattan Penthouse,Animation,English             ,PG-13,2006,3,"{'Russell Bacall', 'Tom Miranda', 'Joe Swank', 'Sean Williams', 'Johnny Lollobrigida'}","{""Behind the Scenes""}",'beauti':4 'butler':11 'crocodil':16 'epistl':5 'face':14 'leagu':2 'madman':8 'manhattan':19 'must':13 'penthous':20 'sunris':1,135,4.99,19.99
866,SUNSET RACER,A Awe-Inspiring Reflection of a Astronaut And a A Shark who must Defeat a Forensic Psychologist in California,Family,English             ,NC-17,2006,6,"{'Groucho Dunst', 'Morgan Mcdormand', 'Angelina Astaire'}","{Commentaries,""Behind the Scenes""}",'astronaut':10 'awe':5 'awe-inspir':4 'california':22 'defeat':17 'forens':19 'inspir':6 'must':16 'psychologist':20 'racer':2 'reflect':7 'shark':14 'sunset':1,48,0.99,28.99
867,SUPER WYOMING,A Action-Packed Saga of a Pastry Chef And a Explorer who must Discover a A Shark in The Outback,Family,English             ,PG,2006,5,"{'Nick Degeneres', 'Tom Miranda', 'Humphrey Garland'}","{Trailers,Commentaries,""Behind the Scenes""}",'action':5 'action-pack':4 'chef':11 'discov':17 'explor':14 'must':16 'outback':23 'pack':6 'pastri':10 'saga':7 'shark':20 'super':1 'wyom':2,58,4.99,10.99
868,SUPERFLY TRIP,A Beautiful Saga of a Lumberjack And a Teacher who must Build a Technical Writer in An Abandoned Fun House,Travel,English             ,PG,2006,5,"{'Mena Hopper', 'Dan Harris', 'Matthew Carrey', 'Richard Penn', 'Sean Guiness', 'Johnny Cage', 'Warren Jackman'}","{Commentaries,""Behind the Scenes""}",'abandon':20 'beauti':4 'build':14 'fun':21 'hous':22 'lumberjack':8 'must':13 'saga':5 'superfli':1 'teacher':11 'technic':16 'trip':2 'writer':17,114,0.99,27.99
869,SUSPECTS QUILLS,A Emotional Epistle of a Pioneer And a Crocodile who must Battle a Man in A Manhattan Penthouse,Action,English             ,PG,2006,4,"{'Greta Keitel', 'Russell Bacall', 'Jayne Silverstone', 'Michelle Mcconaughey', 'Minnie Zellweger', 'Vivien Basinger', 'Jeff Silverstone', 'Johnny Cage'}",{Trailers},'battl':14 'crocodil':11 'emot':4 'epistl':5 'man':16 'manhattan':19 'must':13 'penthous':20 'pioneer':8 'quill':2 'suspect':1,47,2.99,22.99
870,SWARM GOLD,A Insightful Panorama of a Crocodile And a Boat who must Conquer a Sumo Wrestler in A MySQL Convention,Horror,English             ,PG-13,2006,4,"{'Jessica Bailey', 'Spencer Peck', 'Matthew Carrey', 'Woody Jolie', 'Angelina Astaire', 'Burt Posey'}","{Trailers,Commentaries}",'boat':11 'conquer':14 'convent':21 'crocodil':8 'gold':2 'insight':4 'must':13 'mysql':20 'panorama':5 'sumo':16 'swarm':1 'wrestler':17,123,0.99,12.99
